strategy,money,countries,utilities,stations,totalLandsOwned
DEFAULT,10433,17,2,3,22
DEFAULT,4610,10,2,4,16
DEFAULT,7693,12,1,4,17
STINGY,1587,4,1,1,6
DEFAULT,48973,15,1,3,19
STINGY,2654,3,0,0,3
STINGY,1422,5,1,0,6
DEFAULT,2690,13,1,4,18
DEFAULT,18819,15,2,3,20
DEFAULT,6092,19,1,2,22
DEFAULT,8139,17,2,2,21
STINGY,951,6,0,0,6
STINGY,1675,1,0,3,4
DEFAULT,7448,15,1,4,20
DEFAULT,7491,21,2,2,25
DEFAULT,5931,16,1,4,21
DEFAULT,10059,16,2,3,21
DEFAULT,12642,15,1,3,19
DEFAULT,8294,16,2,3,21
DEFAULT,7118,14,1,3,18
DEFAULT,5687,16,2,4,22
STINGY,1165,4,2,2,8
DEFAULT,9956,18,2,4,24
DEFAULT,7961,14,0,4,18
STINGY,2249,3,0,0,3
DEFAULT,8545,15,2,3,20
STINGY,1135,2,0,2,4
DEFAULT,16663,16,2,2,20
DEFAULT,7037,16,1,2,19
DEFAULT,12556,16,1,2,19
DEFAULT,2232,9,1,4,14
DEFAULT,6198,17,0,3,20
DEFAULT,9387,17,2,2,21
STINGY,440,5,1,2,8
DEFAULT,6921,17,2,1,20
DEFAULT,19608,15,1,2,18
DEFAULT,3873,17,1,3,21
DEFAULT,7408,15,0,2,17
DEFAULT,31149,15,1,3,19
DEFAULT,6413,17,2,3,22
STINGY,1310,1,0,2,3
DEFAULT,17227,16,1,2,19
DEFAULT,7423,16,2,3,21
STINGY,1976,1,0,3,4
DEFAULT,7928,16,1,3,20
DEFAULT,36136,14,1,3,18
DEFAULT,3554,13,2,3,18
STINGY,915,5,0,0,5
DEFAULT,8995,16,2,3,21
STINGY,1389,6,1,2,9
STINGY,1602,3,0,1,4
DEFAULT,5020,16,1,4,21
DEFAULT,5233,16,1,3,20
DEFAULT,2696,12,0,4,16
DEFAULT,10342,18,1,3,22
DEFAULT,8879,18,2,3,23
DEFAULT,14882,15,1,3,19
DEFAULT,4927,17,1,3,21
DEFAULT,2580,15,2,4,21
STINGY,1697,2,0,0,2
STINGY,1325,3,0,0,3
DEFAULT,8854,14,1,3,18
DEFAULT,16432,14,2,3,19
DEFAULT,6260,15,1,3,19
DEFAULT,6383,13,1,4,18
DEFAULT,4420,18,0,3,21
STINGY,1293,2,0,1,3
DEFAULT,8864,20,2,1,23
DEFAULT,1971,14,1,4,19
DEFAULT,31224,16,2,3,21
DEFAULT,13454,18,2,2,22
DEFAULT,3074,15,2,4,21
STINGY,1674,2,0,1,3
DEFAULT,3552,14,1,4,19
DEFAULT,14911,15,2,3,20
STINGY,1658,5,0,1,6
DEFAULT,3477,10,1,4,15
STINGY,1054,3,0,2,5
STINGY,1168,5,1,1,7
STINGY,1319,2,0,0,2
DEFAULT,7259,19,1,2,22
DEFAULT,24203,16,2,2,20
DEFAULT,20917,16,1,4,21
DEFAULT,3575,17,2,2,21
DEFAULT,10281,18,0,3,21
DEFAULT,73422,15,1,2,18
DEFAULT,10781,15,1,2,18
DEFAULT,7107,15,1,3,19
DEFAULT,6411,11,2,4,17
DEFAULT,6882,17,1,3,21
DEFAULT,12908,13,2,3,18
DEFAULT,9199,16,1,4,21
DEFAULT,10775,15,1,3,19
STINGY,1978,3,1,0,4
DEFAULT,3454,17,2,3,22
DEFAULT,7989,16,2,3,21
DEFAULT,45102,14,1,2,17
DEFAULT,19995,15,2,1,18
DEFAULT,24418,15,2,2,19
DEFAULT,12249,15,1,3,19
DEFAULT,3244,15,1,3,19
STINGY,2084,0,0,0,0
DEFAULT,14232,14,2,3,19
DEFAULT,9239,18,1,3,22
DEFAULT,5242,17,2,4,23
STINGY,1200,1,1,0,2
DEFAULT,9776,18,1,2,21
DEFAULT,2418,17,2,3,22
STINGY,2958,6,0,2,8
DEFAULT,9940,15,1,2,18
STINGY,1841,2,0,2,4
DEFAULT,12877,15,1,3,19
DEFAULT,6099,18,1,3,22
DEFAULT,6823,18,2,2,22
DEFAULT,23138,16,2,3,21
DEFAULT,5623,15,2,3,20
STINGY,1168,4,0,0,4
DEFAULT,6530,14,1,3,18
DEFAULT,5956,14,0,3,17
DEFAULT,2794,17,2,2,21
DEFAULT,9614,16,2,3,21
DEFAULT,26364,14,1,3,18
DEFAULT,10718,17,1,3,21
DEFAULT,17973,14,2,1,17
STINGY,1447,5,1,0,6
STINGY,1083,4,0,1,5
DEFAULT,29503,16,2,3,21
DEFAULT,13817,16,1,3,20
DEFAULT,5949,16,2,3,21
DEFAULT,7478,16,1,3,20
STINGY,1137,5,2,0,7
DEFAULT,4333,17,1,3,21
DEFAULT,8473,18,1,2,21
DEFAULT,10313,14,2,2,18
DEFAULT,5679,17,1,3,21
DEFAULT,2614,15,2,3,20
STINGY,710,6,0,0,6
DEFAULT,2585,15,0,3,18
DEFAULT,10695,12,2,3,17
DEFAULT,16277,16,2,1,19
DEFAULT,10569,13,1,3,17
DEFAULT,5684,18,2,3,23
DEFAULT,5382,14,2,4,20
DEFAULT,8501,16,1,4,21
STINGY,1461,1,0,2,3
DEFAULT,6730,17,0,3,20
DEFAULT,9782,16,1,3,20
DEFAULT,76488,12,1,1,14
DEFAULT,15040,12,2,4,18
DEFAULT,6660,15,2,4,21
DEFAULT,7631,16,2,3,21
DEFAULT,12074,17,2,2,21
STINGY,2388,1,0,0,1
DEFAULT,24087,14,2,2,18
DEFAULT,11315,16,2,2,20
DEFAULT,17459,14,1,3,18
DEFAULT,8382,18,1,3,22
DEFAULT,4451,17,1,4,22
DEFAULT,817,10,0,2,12
STINGY,2199,2,0,0,2
DEFAULT,12367,15,2,2,19
DEFAULT,9120,12,1,3,16
DEFAULT,14060,16,1,3,20
DEFAULT,6345,15,2,3,20
DEFAULT,7924,18,2,3,23
DEFAULT,4753,18,1,3,22
DEFAULT,9491,17,2,2,21
STINGY,16440,9,0,1,10
DEFAULT,4457,15,0,1,16
STINGY,21596,11,0,1,12
DEFAULT,12199,16,2,3,21
DEFAULT,39766,15,2,3,20
DEFAULT,9634,14,2,3,19
DEFAULT,12211,16,2,3,21
DEFAULT,4705,17,2,2,21
DEFAULT,9659,20,1,1,22
DEFAULT,6473,18,0,3,21
DEFAULT,2763,15,2,3,20
STINGY,993,8,0,0,8
DEFAULT,9387,16,1,4,21
DEFAULT,11292,16,2,3,21
DEFAULT,15401,13,2,3,18
DEFAULT,4621,15,2,2,19
DEFAULT,17767,11,1,3,15
DEFAULT,23500,15,2,3,20
DEFAULT,34370,15,2,4,21
DEFAULT,5240,13,1,2,16
STINGY,1880,2,1,0,3
DEFAULT,25736,14,1,2,17
DEFAULT,6026,17,2,3,22
DEFAULT,13950,15,1,4,20
DEFAULT,6009,14,2,3,19
DEFAULT,11958,17,1,0,18
STINGY,1332,3,1,3,7
STINGY,1437,3,0,1,4
DEFAULT,4674,15,2,4,21
DEFAULT,3600,16,1,4,21
DEFAULT,5654,17,0,3,20
STINGY,1256,5,0,0,5
DEFAULT,11408,14,1,3,18
DEFAULT,12175,17,1,1,19
STINGY,2714,3,1,1,5
DEFAULT,3608,16,1,4,21
DEFAULT,37809,13,1,3,17
DEFAULT,10802,11,1,3,15
DEFAULT,10151,18,1,2,21
DEFAULT,4263,15,2,3,20
STINGY,1240,4,0,1,5
DEFAULT,13750,18,1,2,21
STINGY,1400,3,1,1,5
DEFAULT,3507,17,1,4,22
DEFAULT,8044,16,2,3,21
DEFAULT,5188,17,2,4,23
DEFAULT,12204,15,1,4,20
DEFAULT,7834,16,1,1,18
STINGY,2116,1,0,0,1
STINGY,1663,2,2,0,4
STINGY,763,2,0,1,3
STINGY,1816,2,1,0,3
STINGY,1514,4,0,1,5
DEFAULT,5176,16,1,2,19
DEFAULT,6133,13,2,2,17
DEFAULT,42168,14,1,3,18
DEFAULT,2907,16,2,4,22
DEFAULT,2641,14,2,1,17
DEFAULT,7967,16,1,3,20
DEFAULT,11335,16,2,3,21
STINGY,2193,4,1,1,6
DEFAULT,27092,16,2,2,20
STINGY,1434,4,0,0,4
DEFAULT,8112,17,1,3,21
DEFAULT,11644,18,0,2,20
STINGY,1267,2,0,1,3
STINGY,812,3,0,1,4
DEFAULT,7898,18,0,4,22
DEFAULT,14460,15,1,3,19
STINGY,1906,0,1,1,2
DEFAULT,4900,17,1,4,22
DEFAULT,14695,15,1,2,18
DEFAULT,8284,15,2,1,18
STINGY,1264,4,1,0,5
DEFAULT,5810,18,2,2,22
DEFAULT,18095,14,2,2,18
STINGY,1119,3,0,2,5
DEFAULT,2665,14,1,0,15
DEFAULT,5482,15,2,4,21
DEFAULT,15704,15,1,2,18
STINGY,1666,4,0,0,4
DEFAULT,20990,17,1,2,20
DEFAULT,12406,18,2,2,22
STINGY,2095,4,0,2,6
DEFAULT,6730,14,2,2,18
DEFAULT,4264,11,1,3,15
DEFAULT,3799,12,1,4,17
STINGY,1220,3,0,2,5
DEFAULT,4898,13,1,3,17
DEFAULT,26467,14,1,3,18
DEFAULT,8723,17,1,3,21
DEFAULT,5898,17,2,2,21
STINGY,1930,1,0,0,1
STINGY,1875,3,1,1,5
STINGY,1635,3,1,0,4
DEFAULT,4251,13,2,4,19
STINGY,1723,4,1,1,6
STINGY,1462,2,0,0,2
DEFAULT,4355,16,2,3,21
DEFAULT,15768,16,1,3,20
DEFAULT,12344,14,1,2,17
DEFAULT,15457,14,2,3,19
DEFAULT,7388,15,1,3,19
DEFAULT,21781,13,1,3,17
STINGY,1692,1,1,2,4
STINGY,2507,3,0,0,3
STINGY,1590,5,1,1,7
DEFAULT,9632,17,2,3,22
STINGY,3303,4,0,0,4
STINGY,1574,1,0,0,1
STINGY,1470,3,0,0,3
DEFAULT,11580,16,2,2,20
DEFAULT,32552,13,2,3,18
DEFAULT,5967,19,0,4,23
DEFAULT,11842,15,1,2,18
DEFAULT,19842,15,1,3,19
DEFAULT,23756,14,2,3,19
DEFAULT,4454,15,1,3,19
DEFAULT,19451,15,0,3,18
DEFAULT,3942,13,1,4,18
STINGY,1763,3,0,0,3
STINGY,69345,10,1,2,13
DEFAULT,13126,15,1,4,20
STINGY,1035,4,1,2,7
DEFAULT,10753,13,2,4,19
DEFAULT,5113,16,2,3,21
STINGY,1392,5,0,1,6
DEFAULT,8145,14,1,3,18
STINGY,1330,1,1,0,2
DEFAULT,5238,16,1,3,20
STINGY,1379,3,0,0,3
DEFAULT,17202,14,2,3,19
DEFAULT,7555,15,2,4,21
DEFAULT,4788,15,2,4,21
DEFAULT,8705,14,2,3,19
DEFAULT,6516,16,1,2,19
DEFAULT,9607,18,2,1,21
DEFAULT,10603,17,1,3,21
DEFAULT,15948,16,1,2,19
DEFAULT,13555,15,2,3,20
DEFAULT,3497,15,1,4,20
DEFAULT,11802,16,2,3,21
DEFAULT,10519,18,2,2,22
DEFAULT,15367,15,2,3,20
DEFAULT,20130,14,2,3,19
DEFAULT,3385,21,1,3,25
STINGY,1340,2,0,0,2
DEFAULT,7613,15,1,3,19
STINGY,1370,4,0,0,4
DEFAULT,4386,18,1,4,23
STINGY,1675,5,1,0,6
DEFAULT,8579,14,1,4,19
DEFAULT,49,6,2,1,9
DEFAULT,18700,14,2,1,17
DEFAULT,11801,15,1,3,19
DEFAULT,3664,15,1,4,20
STINGY,1162,4,2,0,6
STINGY,1664,4,1,2,7
DEFAULT,12772,13,2,3,18
STINGY,62548,11,1,1,13
DEFAULT,2828,10,2,3,15
STINGY,1042,6,1,0,7
DEFAULT,23991,15,1,3,19
DEFAULT,16507,16,2,0,18
DEFAULT,8504,14,1,3,18
DEFAULT,20227,15,2,3,20
DEFAULT,4337,16,2,3,21
DEFAULT,7667,15,2,3,20
DEFAULT,26595,12,2,2,16
STINGY,1490,3,1,1,5
STINGY,2319,0,0,2,2
DEFAULT,5929,15,1,2,18
STINGY,1161,6,1,0,7
DEFAULT,22264,16,1,2,19
DEFAULT,3951,18,1,4,23
DEFAULT,5075,14,2,2,18
DEFAULT,17272,16,2,2,20
DEFAULT,6495,16,2,3,21
DEFAULT,5317,15,1,4,20
DEFAULT,3854,18,2,2,22
DEFAULT,15073,15,1,2,18
DEFAULT,5481,16,2,3,21
DEFAULT,5476,16,2,4,22
STINGY,1142,1,0,0,1
DEFAULT,6204,16,2,3,21
STINGY,1201,4,0,0,4
DEFAULT,26284,15,1,3,19
DEFAULT,4162,14,1,4,19
DEFAULT,7351,13,2,2,17
DEFAULT,14295,16,2,3,21
DEFAULT,30280,16,2,2,20
DEFAULT,21907,15,2,2,19
DEFAULT,5049,18,1,1,20
DEFAULT,13509,16,0,3,19
DEFAULT,8970,15,0,4,19
STINGY,1417,6,1,1,8
DEFAULT,6027,16,2,3,21
DEFAULT,6736,14,1,4,19
DEFAULT,3417,16,2,4,22
DEFAULT,12247,17,1,3,21
DEFAULT,9147,15,2,3,20
DEFAULT,2799,11,0,2,13
DEFAULT,7337,17,2,4,23
DEFAULT,8454,15,2,2,19
DEFAULT,6950,18,2,2,22
DEFAULT,32440,15,1,2,18
STINGY,1430,3,0,0,3
DEFAULT,8930,17,1,3,21
STINGY,2011,5,0,0,5
STINGY,1884,0,0,0,0
DEFAULT,8099,18,2,3,23
DEFAULT,3970,15,1,3,19
DEFAULT,4758,14,1,4,19
DEFAULT,3304,19,2,3,24
DEFAULT,7867,16,2,4,22
STINGY,1611,6,1,3,10
STINGY,1108,4,1,1,6
DEFAULT,8146,15,2,3,20
DEFAULT,9401,16,2,2,20
DEFAULT,16051,13,1,3,17
DEFAULT,23193,15,2,2,19
STINGY,930,6,0,3,9
DEFAULT,8024,16,2,3,21
STINGY,1403,2,1,2,5
STINGY,1908,5,0,1,6
STINGY,1619,2,1,1,4
STINGY,2004,4,1,1,6
DEFAULT,4680,17,1,4,22
DEFAULT,9258,14,2,4,20
DEFAULT,12110,14,1,3,18
DEFAULT,9618,15,1,1,17
DEFAULT,10618,16,2,2,20
DEFAULT,1390,3,2,2,7
DEFAULT,29438,12,0,3,15
DEFAULT,5479,17,1,3,21
DEFAULT,28738,14,1,4,19
DEFAULT,6912,16,2,3,21
DEFAULT,16930,13,2,3,18
STINGY,1333,3,0,0,3
DEFAULT,4360,15,1,4,20
DEFAULT,3668,13,2,4,19
STINGY,49560,12,1,0,13
DEFAULT,5643,14,1,4,19
DEFAULT,11759,16,2,3,21
STINGY,918,5,1,0,6
DEFAULT,4686,15,1,4,20
DEFAULT,9580,16,2,3,21
STINGY,1720,2,0,0,2
STINGY,2830,7,0,3,10
DEFAULT,4447,14,1,4,19
DEFAULT,9062,16,0,3,19
DEFAULT,7453,17,2,2,21
STINGY,2736,1,0,0,1
DEFAULT,6715,17,1,3,21
DEFAULT,11312,17,1,3,21
DEFAULT,14391,13,2,2,17
DEFAULT,11478,15,1,3,19
DEFAULT,21272,15,1,2,18
DEFAULT,13583,16,0,3,19
STINGY,1869,0,0,0,0
DEFAULT,9812,17,1,2,20
DEFAULT,45105,12,2,2,16
DEFAULT,3071,13,1,4,18
DEFAULT,5369,12,1,3,16
DEFAULT,6998,14,2,4,20
DEFAULT,3033,17,1,3,21
DEFAULT,10841,16,2,2,20
STINGY,1737,3,0,1,4
STINGY,1413,4,0,0,4
STINGY,1237,1,1,2,4
DEFAULT,3731,13,1,2,16
STINGY,2426,6,1,2,9
STINGY,1686,2,0,0,2
DEFAULT,11969,15,2,3,20
STINGY,9520,8,1,3,12
DEFAULT,7011,15,2,2,19
DEFAULT,19136,19,1,2,22
DEFAULT,7157,14,2,3,19
DEFAULT,8118,18,2,3,23
DEFAULT,5703,15,1,2,18
STINGY,1083,7,0,1,8
DEFAULT,22491,15,2,1,18
STINGY,2307,4,0,0,4
DEFAULT,21153,15,1,3,19
DEFAULT,9991,18,2,2,22
DEFAULT,5574,19,2,4,25
DEFAULT,10781,18,2,4,24
DEFAULT,4093,15,1,4,20
DEFAULT,3373,14,2,3,19
DEFAULT,9892,19,1,2,22
STINGY,1250,0,1,0,1
DEFAULT,2206,16,1,4,21
STINGY,1651,2,0,0,2
DEFAULT,5633,15,2,2,19
STINGY,1961,1,0,0,1
STINGY,1634,3,0,0,3
DEFAULT,7952,13,2,2,17
STINGY,2427,0,0,0,0
DEFAULT,3454,20,2,3,25
DEFAULT,9183,14,0,4,18
DEFAULT,16550,15,2,3,20
DEFAULT,1654,14,2,4,20
DEFAULT,7783,15,2,2,19
DEFAULT,6635,18,2,3,23
STINGY,1320,4,1,0,5
DEFAULT,6927,16,0,2,18
DEFAULT,4986,10,1,4,15
STINGY,1283,2,1,1,4
STINGY,1812,6,1,1,8
DEFAULT,83561,16,1,1,18
DEFAULT,9060,15,2,4,21
DEFAULT,16818,17,1,1,19
STINGY,1978,4,0,0,4
DEFAULT,19098,16,2,3,21
STINGY,60956,9,1,1,11
DEFAULT,16960,16,2,2,20
DEFAULT,19877,12,1,2,15
STINGY,938,5,1,2,8
STINGY,434,5,0,1,6
DEFAULT,17888,16,1,3,20
DEFAULT,4560,16,0,4,20
DEFAULT,13856,17,1,2,20
DEFAULT,11911,17,1,3,21
STINGY,868,4,1,0,5
DEFAULT,4852,12,1,3,16
DEFAULT,5248,13,1,4,18
DEFAULT,4462,14,1,1,16
DEFAULT,6276,15,0,3,18
DEFAULT,8065,17,1,3,21
DEFAULT,2152,14,2,4,20
DEFAULT,20108,15,2,2,19
DEFAULT,5600,17,1,2,20
DEFAULT,30011,13,1,3,17
DEFAULT,4796,16,2,3,21
DEFAULT,3117,18,1,1,20
DEFAULT,7903,18,1,2,21
DEFAULT,7503,16,2,3,21
STINGY,1793,4,0,0,4
DEFAULT,12703,16,2,3,21
DEFAULT,8432,16,2,3,21
DEFAULT,6021,19,2,3,24
STINGY,970,5,0,2,7
DEFAULT,11283,17,2,2,21
DEFAULT,28298,13,1,1,15
DEFAULT,4015,14,2,2,18
DEFAULT,18614,14,2,4,20
DEFAULT,10706,15,1,3,19
STINGY,1598,3,0,1,4
DEFAULT,6601,13,2,4,19
DEFAULT,8340,18,1,3,22
DEFAULT,8081,19,2,1,22
DEFAULT,9061,15,2,2,19
STINGY,1225,5,0,2,7
DEFAULT,8219,16,2,2,20
DEFAULT,7004,16,1,3,20
DEFAULT,4531,18,1,4,23
STINGY,2027,5,1,1,7
STINGY,1315,1,0,2,3
DEFAULT,6948,17,1,1,19
DEFAULT,26651,12,0,2,14
DEFAULT,14221,16,1,3,20
STINGY,1333,4,0,4,8
DEFAULT,9654,18,1,3,22
DEFAULT,6486,12,2,2,16
DEFAULT,4745,18,0,2,20
DEFAULT,8300,16,1,3,20
DEFAULT,26453,17,1,2,20
STINGY,1643,1,0,0,1
STINGY,1417,2,0,1,3
DEFAULT,4871,15,2,4,21
STINGY,1528,4,0,0,4
DEFAULT,15437,16,1,2,19
STINGY,1371,6,0,2,8
DEFAULT,12212,16,1,2,19
DEFAULT,14258,15,2,3,20
STINGY,966,4,0,1,5
STINGY,832,4,1,1,6
DEFAULT,18949,16,1,2,19
DEFAULT,4491,11,1,3,15
DEFAULT,14995,13,2,1,16
STINGY,2491,4,2,0,6
DEFAULT,5874,18,0,2,20
DEFAULT,7547,16,1,4,21
DEFAULT,8278,13,2,4,19
DEFAULT,4851,11,2,2,15
STINGY,1958,4,0,0,4
DEFAULT,21894,11,1,4,16
DEFAULT,16409,15,2,2,19
STINGY,1566,2,0,1,3
DEFAULT,7562,19,2,2,23
DEFAULT,39799,16,1,1,18
DEFAULT,7952,16,0,2,18
DEFAULT,9878,15,2,3,20
DEFAULT,12388,18,1,3,22
DEFAULT,7180,17,2,3,22
STINGY,1672,2,1,1,4
STINGY,2186,2,0,1,3
DEFAULT,5391,19,1,3,23
DEFAULT,14332,16,2,2,20
DEFAULT,4535,10,1,4,15
DEFAULT,14409,14,2,4,20
DEFAULT,6335,17,2,3,22
STINGY,2005,1,0,0,1
DEFAULT,5693,17,1,4,22
DEFAULT,13285,15,0,4,19
DEFAULT,8234,17,1,2,20
DEFAULT,6979,13,2,4,19
DEFAULT,5456,12,2,4,18
DEFAULT,9581,20,0,3,23
STINGY,1276,4,0,0,4
STINGY,2278,2,1,1,4
STINGY,1467,5,0,0,5
DEFAULT,7879,18,1,3,22
DEFAULT,24779,14,2,3,19
DEFAULT,26240,17,2,2,21
DEFAULT,13201,13,1,1,15
STINGY,686,6,1,2,9
DEFAULT,6837,15,1,4,20
DEFAULT,9014,15,2,2,19
STINGY,1548,1,0,2,3
DEFAULT,9884,14,1,4,19
DEFAULT,7458,19,1,3,23
DEFAULT,5143,17,1,4,22
DEFAULT,5865,15,1,2,18
DEFAULT,4369,13,2,4,19
DEFAULT,8508,16,2,4,22
STINGY,1315,5,1,1,7
DEFAULT,11358,19,0,4,23
DEFAULT,21741,15,2,1,18
STINGY,67037,10,0,2,12
STINGY,1486,2,0,0,2
DEFAULT,14580,15,1,2,18
STINGY,1031,4,0,1,5
DEFAULT,10947,16,1,3,20
STINGY,1185,3,0,0,3
DEFAULT,3661,16,2,3,21
DEFAULT,12451,16,1,3,20
STINGY,1476,2,0,0,2
DEFAULT,6208,15,1,3,19
DEFAULT,13136,17,2,1,20
STINGY,950,2,1,1,4
DEFAULT,6473,16,0,3,19
DEFAULT,9055,15,1,1,17
STINGY,1625,4,1,1,6
DEFAULT,23321,14,1,3,18
DEFAULT,9847,15,2,2,19
DEFAULT,25142,15,2,4,21
DEFAULT,6545,15,1,3,19
STINGY,780,5,0,1,6
DEFAULT,13742,15,2,2,19
DEFAULT,14630,16,1,2,19
DEFAULT,5610,14,2,4,20
DEFAULT,21684,14,1,4,19
DEFAULT,6436,15,2,3,20
STINGY,1936,2,0,0,2
STINGY,1169,6,0,2,8
STINGY,2013,4,1,0,5
DEFAULT,17583,16,1,3,20
DEFAULT,5516,15,1,4,20
DEFAULT,7409,17,2,3,22
DEFAULT,14370,16,2,1,19
DEFAULT,2944,12,1,3,16
DEFAULT,40472,12,2,3,17
STINGY,758,5,0,1,6
DEFAULT,8196,16,1,3,20
DEFAULT,12619,13,2,4,19
DEFAULT,6062,14,1,4,19
DEFAULT,22782,17,2,1,20
DEFAULT,12435,14,2,3,19
DEFAULT,8979,17,1,2,20
DEFAULT,9523,19,2,3,24
DEFAULT,10503,16,2,4,22
DEFAULT,16726,16,2,3,21
DEFAULT,3106,13,1,3,17
DEFAULT,21261,13,2,3,18
DEFAULT,11512,14,1,3,18
DEFAULT,5532,13,2,3,18
DEFAULT,12717,13,1,4,18
STINGY,1431,3,1,0,4
DEFAULT,19886,14,2,2,18
DEFAULT,2983,13,0,3,16
DEFAULT,10410,18,1,3,22
DEFAULT,15775,16,0,1,17
DEFAULT,7238,18,1,4,23
DEFAULT,3584,13,2,3,18
DEFAULT,6817,19,2,3,24
DEFAULT,7229,16,2,3,21
DEFAULT,4275,17,0,3,20
STINGY,1327,3,1,1,5
STINGY,1962,7,0,0,7
DEFAULT,9935,18,1,3,22
DEFAULT,5558,15,2,2,19
DEFAULT,22511,16,1,2,19
DEFAULT,8494,17,1,3,21
DEFAULT,13785,18,1,2,21
DEFAULT,23310,16,2,2,20
STINGY,1477,1,0,0,1
DEFAULT,29577,15,1,2,18
STINGY,993,4,0,0,4
DEFAULT,18820,13,2,3,18
DEFAULT,5540,13,2,3,18
DEFAULT,11915,14,1,4,19
DEFAULT,5708,13,1,2,16
DEFAULT,11880,15,2,4,21
DEFAULT,14032,16,2,3,21
DEFAULT,10175,16,1,4,21
STINGY,2125,6,2,2,10
DEFAULT,38043,13,1,2,16
STINGY,1946,8,1,0,9
DEFAULT,6702,13,2,4,19
DEFAULT,7079,15,1,3,19
STINGY,2378,2,1,0,3
DEFAULT,2155,15,1,2,18
DEFAULT,8553,15,1,3,19
DEFAULT,13910,16,0,2,18
DEFAULT,24038,17,1,3,21
STINGY,2087,6,0,0,6
DEFAULT,35907,14,2,3,19
STINGY,1211,1,0,1,2
DEFAULT,5944,14,1,4,19
DEFAULT,21681,15,0,1,16
DEFAULT,6749,18,2,3,23
DEFAULT,6934,18,2,4,24
DEFAULT,8731,18,2,3,23
DEFAULT,3035,14,0,4,18
STINGY,20338,12,2,3,17
STINGY,1793,1,0,1,2
STINGY,1477,3,0,3,6
DEFAULT,73388,13,2,2,17
STINGY,2170,3,0,0,3
DEFAULT,20227,18,2,3,23
DEFAULT,3216,16,2,4,22
DEFAULT,8658,13,0,4,17
STINGY,915,5,0,2,7
DEFAULT,5865,17,2,4,23
DEFAULT,10136,16,1,4,21
DEFAULT,10466,16,1,3,20
DEFAULT,10210,16,1,3,20
DEFAULT,10257,15,2,3,20
DEFAULT,2985,13,2,3,18
DEFAULT,7268,11,2,4,17
DEFAULT,6173,13,2,4,19
DEFAULT,9848,18,2,2,22
DEFAULT,11315,12,1,4,17
DEFAULT,7434,12,2,3,17
DEFAULT,8981,17,2,3,22
DEFAULT,7264,17,2,2,21
STINGY,1094,4,0,0,4
STINGY,2150,4,0,0,4
STINGY,1020,2,0,2,4
STINGY,1673,2,1,0,3
DEFAULT,12219,17,2,2,21
STINGY,1537,5,0,1,6
DEFAULT,11680,16,1,4,21
STINGY,1757,2,0,0,2
DEFAULT,25074,17,1,2,20
DEFAULT,8403,16,2,3,21
DEFAULT,6123,15,2,3,20
DEFAULT,6765,17,1,3,21
DEFAULT,17827,16,1,2,19
DEFAULT,5553,13,2,1,16
DEFAULT,20678,15,1,4,20
DEFAULT,6614,21,2,3,26
DEFAULT,6765,21,2,4,27
DEFAULT,4646,14,2,3,19
STINGY,2028,2,1,1,4
STINGY,2095,5,1,1,7
STINGY,2663,4,0,1,5
DEFAULT,15173,14,2,2,18
DEFAULT,21765,16,1,3,20
DEFAULT,11720,15,2,3,20
DEFAULT,5085,15,2,4,21
DEFAULT,11135,14,2,3,19
DEFAULT,8074,15,1,4,20
DEFAULT,85396,15,0,2,17
DEFAULT,13203,17,2,2,21
STINGY,1648,3,0,0,3
DEFAULT,9125,15,2,2,19
DEFAULT,1284,17,2,2,21
DEFAULT,11167,17,1,2,20
DEFAULT,2879,11,1,4,16
DEFAULT,6676,14,2,4,20
STINGY,1728,1,0,0,1
DEFAULT,5220,13,1,4,18
DEFAULT,6398,19,1,3,23
DEFAULT,10840,20,1,4,25
STINGY,1795,3,0,2,5
DEFAULT,12338,16,2,2,20
DEFAULT,5312,15,2,3,20
DEFAULT,5182,20,1,3,24
STINGY,1717,3,0,0,3
STINGY,1313,1,0,1,2
DEFAULT,12147,17,1,2,20
DEFAULT,5089,16,0,3,19
DEFAULT,14293,16,1,2,19
DEFAULT,45754,14,2,1,17
DEFAULT,3733,14,2,2,18
STINGY,10513,7,0,0,7
DEFAULT,11567,17,1,2,20
DEFAULT,3233,11,1,4,16
STINGY,1496,1,1,0,2
DEFAULT,7923,13,2,3,18
DEFAULT,10369,15,0,2,17
DEFAULT,5237,10,2,4,16
DEFAULT,13554,16,1,3,20
STINGY,1559,2,0,0,2
DEFAULT,1518,14,1,4,19
DEFAULT,16333,14,2,3,19
DEFAULT,6775,12,2,4,18
DEFAULT,9614,12,2,4,18
DEFAULT,11193,16,2,2,20
STINGY,1073,4,1,0,5
DEFAULT,17935,16,1,3,20
DEFAULT,5871,13,2,2,17
STINGY,8825,12,0,3,15
STINGY,2213,9,0,1,10
DEFAULT,12726,17,1,2,20
DEFAULT,7531,14,1,4,19
DEFAULT,6649,16,2,4,22
DEFAULT,1248,5,0,3,8
DEFAULT,8971,17,1,3,21
DEFAULT,8161,17,1,3,21
DEFAULT,4974,13,0,4,17
DEFAULT,14543,15,2,2,19
DEFAULT,6753,15,1,4,20
DEFAULT,13506,17,1,2,20
DEFAULT,11522,18,2,3,23
STINGY,1178,3,0,2,5
DEFAULT,3631,11,1,4,16
STINGY,1915,2,0,0,2
DEFAULT,4199,17,1,1,19
DEFAULT,10124,15,0,3,18
DEFAULT,5458,17,1,4,22
